"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"perfume-lattafa-art-of-universe","Perfume Lattafa Art Of Universe","<h2>Perfume Lattafa Art Of Universe</h2>
<p>Perfume Lattafa Art Of Universe — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Lattafa","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","182818282822","400","shopify","6","deny","manual","349.90","","TRUE","TRUE","","1","Perfume Lattafa Art Of Universe","FALSE","Perfume Lattafa Art Of Universe | Deroche Mantos","Compre Perfume Lattafa Art Of Universe na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-le-falcone-muharib","Perfume Le Falcone Muharib","<h2>Perfume Le Falcone Muharib</h2>
<p>Perfume Le Falcone Muharib — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","19291847262","400","shopify","1","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Le Falcone Muharib","FALSE","Perfume Le Falcone Muharib | Deroche Mantos","Compre Perfume Le Falcone Muharib na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-le-falcone-elegant","Perfume Le Falconé Elegant","<h2>Perfume Le Falconé Elegant</h2>
<p>Perfume Le Falconé Elegant — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","18282838218","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Le Falconé Elegant","FALSE","Perfume Le Falconé Elegant | Deroche Mantos","Compre Perfume Le Falconé Elegant na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-perseus-maison-al-hambra","Perfume Perseus Maison Al Hambra","<h2>Perfume Perseus Maison Al Hambra</h2>
<p>Perfume Perseus Maison Al Hambra — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Maison Al Hambra","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","183818181","400","shopify","1","deny","manual","249.90","","TRUE","TRUE","","1","Perfume Perseus Maison Al Hambra","FALSE","Perfume Perseus Maison Al Hambra | Deroche Mantos","Compre Perfume Perseus Maison Al Hambra na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-rayhaan-tiger","Perfume Rayhaan Tiger","<h2>Perfume Rayhaan Tiger</h2>
<p>Perfume Rayhaan Tiger — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","19392938282","400","shopify","2","deny","manual","274.90","","TRUE","TRUE","","1","Perfume Rayhaan Tiger","FALSE","Perfume Rayhaan Tiger | Deroche Mantos","Compre Perfume Rayhaan Tiger na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-sabah-al-ward","Perfume Sabah Al Ward","<h2>Perfume Sabah Al Ward</h2>
<p>Perfume Sabah Al Ward — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","192919191","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Sabah Al Ward","FALSE","Perfume Sabah Al Ward | Deroche Mantos","Compre Perfume Sabah Al Ward na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-sabah-sugar","Perfume Sabah Sugar","<h2>Perfume Sabah Sugar</h2>
<p>Perfume Sabah Sugar — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","182828281","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Sabah Sugar","FALSE","Perfume Sabah Sugar | Deroche Mantos","Compre Perfume Sabah Sugar na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-salvo-elixir","Perfume Salvo Elixir","<h2>Perfume Salvo Elixir</h2>
<p>Perfume Salvo Elixir — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","2838182821811","400","shopify","4","deny","manual","249.90","","TRUE","TRUE","","1","Perfume Salvo Elixir","FALSE","Perfume Salvo Elixir | Deroche Mantos","Compre Perfume Salvo Elixir na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-salvo-intense","Perfume Salvo Intense","<h2>Perfume Salvo Intense</h2>
<p>Perfume Salvo Intense — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","182827372722","400","shopify","6","deny","manual","249.90","","TRUE","TRUE","","1","Perfume Salvo Intense","FALSE","Perfume Salvo Intense | Deroche Mantos","Compre Perfume Salvo Intense na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-shagaf-al-ward","Perfume Shagaf Al Ward","<h2>Perfume Shagaf Al Ward</h2>
<p>Perfume Shagaf Al Ward — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1828383838228","400","shopify","1","deny","manual","274.90","","TRUE","TRUE","","1","Perfume Shagaf Al Ward","FALSE","Perfume Shagaf Al Ward | Deroche Mantos","Compre Perfume Shagaf Al Ward na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-so-candid-rouge-scandal","Perfume So Candid Rouge (Scandal)","<h2>Perfume So Candid Rouge (Scandal)</h2>
<p>Perfume So Candid Rouge (Scandal) — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","182828282827272","400","shopify","2","deny","manual","274.90","","TRUE","TRUE","","1","Perfume So Candid Rouge (Scandal)","FALSE","Perfume So Candid Rouge (Scandal) | Deroche Mantos","Compre Perfume So Candid Rouge (Scandal) na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-spectre-ghost","Perfume Spectre Ghost","<h2>Perfume Spectre Ghost</h2>
<p>Perfume Spectre Ghost — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","56782818181","400","shopify","3","deny","manual","349.90","","TRUE","TRUE","","1","Perfume Spectre Ghost","FALSE","Perfume Spectre Ghost | Deroche Mantos","Compre Perfume Spectre Ghost na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-turathi-blue-afnan","Perfume Turathi Blue Afnan","<h2>Perfume Turathi Blue Afnan</h2>
<p>Perfume Turathi Blue Afnan — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Afnan","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1929191928328","400","shopify","3","deny","manual","349.90","","TRUE","TRUE","","1","Perfume Turathi Blue Afnan","FALSE","Perfume Turathi Blue Afnan | Deroche Mantos","Compre Perfume Turathi Blue Afnan na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-vip-pour-femme-212","Perfume VIP Pour Femme (212)","<h2>Perfume VIP Pour Femme (212)</h2>
<p>Perfume VIP Pour Femme (212) — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","283282828284444444","400","shopify","1","deny","manual","274.90","","TRUE","TRUE","","1","Perfume VIP Pour Femme (212)","FALSE","Perfume VIP Pour Femme (212) | Deroche Mantos","Compre Perfume VIP Pour Femme (212) na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-vulcan-feu","Perfume Vulcan Feu","<h2>Perfume Vulcan Feu</h2>
<p>Perfume Vulcan Feu — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","192829382828","400","shopify","4","deny","manual","399.90","","TRUE","TRUE","","1","Perfume Vulcan Feu","FALSE","Perfume Vulcan Feu | Deroche Mantos","Compre Perfume Vulcan Feu na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-watani-al-wataniah","Perfume Watani Al Wataniah","<h2>Perfume Watani Al Wataniah</h2>
<p>Perfume Watani Al Wataniah — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Al Wataniah","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","181828281","400","shopify","5","deny","manual","274.90","","TRUE","TRUE","","1","Perfume Watani Al Wataniah","FALSE","Perfume Watani Al Wataniah | Deroche Mantos","Compre Perfume Watani Al Wataniah na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-watani-intense-wataniah","Perfume Watani Intense Wataniah","<h2>Perfume Watani Intense Wataniah</h2>
<p>Perfume Watani Intense Wataniah — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","191819191819","400","shopify","3","deny","manual","219.90","","TRUE","TRUE","","1","Perfume Watani Intense Wataniah","FALSE","Perfume Watani Intense Wataniah | Deroche Mantos","Compre Perfume Watani Intense Wataniah na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-watani-noir-wataniah","Perfume Watani Noir Wataniah","<h2>Perfume Watani Noir Wataniah</h2>
<p>Perfume Watani Noir Wataniah — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","4588543224","400","shopify","1","deny","manual","199.90","","TRUE","TRUE","","1","Perfume Watani Noir Wataniah","FALSE","Perfume Watani Noir Wataniah | Deroche Mantos","Compre Perfume Watani Noir Wataniah na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"portugal-vermelha-2026","Portugal Vermelha 2026","<h2>Portugal Vermelha 2026</h2>
<p>Camisa inspirada no uniforme do Portugal temporada 2026. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Portugal, Camisa Portugal, 2026, Camisas Futebol, Vermelha, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","18288822828-P","200","shopify","1","deny","manual","180.00","","TRUE","TRUE","","1","Portugal Vermelha 2026","FALSE","Portugal Vermelha 2026 | Deroche Mantos","Compre Portugal Vermelha 2026 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"portugal-vermelha-2026","","","","","","","","Tamanho","M","","","18288822828-M","200","shopify","2","deny","manual","180.00","","TRUE","TRUE","","","","","","","",""
"portugal-vermelha-2026","","","","","","","","Tamanho","G","","","18288822828-G","200","shopify","1","deny","manual","180.00","","TRUE","TRUE","","","","","","","",""
"regata-canelada-branca","Regata Canelada Branca","<h2>Regata Canelada Branca</h2>
<p>Peça streetwear regata canelada branca, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Branca, Masculino","TRUE","Tamanho","P","","","346788888999-P","220","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Regata Canelada Branca","FALSE","Regata Canelada Branca | Deroche Mantos","Compre Regata Canelada Branca na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"regata-canelada-branca","","","","","","","","Tamanho","M","","","346788888999-M","220","shopify","2","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"regata-canelada-branca","","","","","","","","Tamanho","G","","","346788888999-G","220","shopify","2","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"regata-canelada-branca","","","","","","","","Tamanho","GG","","","346788888999-GG","220","shopify","2","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"regata-canelada-branca","","","","","","","","Tamanho","XGG","","","346788888999-XGG","220","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"regata-canelada-preta","Regata Canelada Preta","<h2>Regata Canelada Preta</h2>
<p>Peça streetwear regata canelada preta, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Preta, Masculino","TRUE","Tamanho","P","","","284828472-P","220","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Regata Canelada Preta","FALSE","Regata Canelada Preta | Deroche Mantos","Compre Regata Canelada Preta na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"regata-canelada-preta","","","","","","","","Tamanho","M","","","284828472-M","220","shopify","3","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"regata-canelada-preta","","","","","","","","Tamanho","G","","","284828472-G","220","shopify","3","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"relogio-lacoste","Relógio Lacoste","<h2>Relógio Lacoste</h2>
<p>Relógio Lacoste, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Lacoste","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","19292929","300","shopify","21","deny","manual","99.90","","TRUE","TRUE","","1","Relógio Lacoste","FALSE","Relógio Lacoste | Deroche Mantos","Compre Relógio Lacoste na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"relogio-oakley","Relógio Oakley","<h2>Relógio Oakley</h2>
<p>Relógio Oakley, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","28282828228","300","shopify","6","deny","manual","99.90","","TRUE","TRUE","","1","Relógio Oakley","FALSE","Relógio Oakley | Deroche Mantos","Compre Relógio Oakley na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"relogio-poedagar","Relógio Poedagar","<h2>Relógio Poedagar</h2>
<p>Relógio Poedagar, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Poedagar","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","18282828282822","300","shopify","69","deny","manual","179.90","","TRUE","TRUE","","1","Relógio Poedagar","FALSE","Relógio Poedagar | Deroche Mantos","Compre Relógio Poedagar na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"relogio-smart-deroche","Relógio Smart Deroche","<h2>Relógio Smart Deroche</h2>
<p>Relógio Smart Deroche, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","101010110101019291","300","shopify","1","deny","manual","199.90","","TRUE","TRUE","","1","Relógio Smart Deroche","FALSE","Relógio Smart Deroche | Deroche Mantos","Compre Relógio Smart Deroche na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"relogio-smartwatch-deroche-c-10-pulseiras","Relógio Smartwatch Deroche C/ 10 pulseiras","<h2>Relógio Smartwatch Deroche C/ 10 pulseiras</h2>
<p>Relógio Smartwatch Deroche C/ 10 pulseiras, produto eletrônico com boa autonomia e acabamento resistente para uso diário.</p>
<h3>Diferenciais</h3>
<ul>
<li>Boa autonomia</li>
<li>Acabamento resistente</li>
<li>Fácil de usar</li>
<li>Ótimo custo-benefício</li>
</ul>","Deroche","Eletrônicos","Eletrônicos","Eletrônicos, Masculino","TRUE","Title","Default Title","","","29282822","300","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Relógio Smartwatch Deroche C/ 10 pulseiras","FALSE","Relógio Smartwatch Deroche C/ 10 pulseiras | Deroche Mantos","Compre Relógio Smartwatch Deroche C/ 10 pulseiras na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Eletrônicos","active"
"santos-branca-2025-26","Santos Branca 2025/26","<h2>Santos Branca 2025/26</h2>
<p>Camisa inspirada no uniforme do Santos temporada 2025/26. Confeccionada em tecido Dry Fit Premium, com excelente acabamento. Ideal para torcedores e colecionadores.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido Dry Fit Premium</li>
<li>Costura reforçada</li>
<li>Escudo bordado</li>
<li>Alta respirabilidade</li>
<li>Excelente acabamento</li>
</ul>","Deroche","Vestuário e acessórios > Roupas > Camisas e blusas","Camisas Futebol","Santos, Camisa Santos, 2025/26, Camisas Futebol, Branca, Masculino, Futebol, Brasileirão","TRUE","Tamanho","P","","","28281822828-P","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","1","Santos Branca 2025/26","FALSE","Santos Branca 2025/26 | Deroche Mantos","Compre Santos Branca 2025/26 na Deroche Mantos. Tecido premium, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas > Camisas e blusas","active"
"santos-branca-2025-26","","","","","","","","Tamanho","G","","","28281822828-G","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"santos-branca-2025-26","","","","","","","","Tamanho","GG","","","28281822828-GG","200","shopify","1","deny","manual","149.90","","TRUE","TRUE","","","","","","","",""
"short-academia","Short Academia","<h2>Short Academia</h2>
<p>Short Academia, acessório de treino para melhorar performance e proteção durante os exercícios.</p>
<h3>Diferenciais</h3>
<ul>
<li>Material resistente</li>
<li>Ajuste confortável</li>
<li>Ideal para treinos</li>
<li>Proteção articular</li>
</ul>","Deroche","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","Academia","Academia, Masculino","TRUE","Tamanho","P","","","19282828328-P","100","shopify","1","deny","manual","99.90","","TRUE","TRUE","","1","Short Academia","FALSE","Short Academia | Deroche Mantos","Compre Short Academia na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Esportes e ar livre > Equipamentos esportivos > Equipamentos de fitness","active"
"short-academia","","","","","","","","Tamanho","M","","","19282828328-M","100","shopify","1","deny","manual","99.90","","TRUE","TRUE","","","","","","","",""
"short-academia","","","","","","","","Tamanho","G","","","19282828328-G","100","shopify","2","deny","manual","99.90","","TRUE","TRUE","","","","","","","",""
"short-academia","","","","","","","","Tamanho","GG","","","19282828328-GG","100","shopify","1","deny","manual","99.90","","TRUE","TRUE","","","","","","","",""
"shorts-linho-creme","Shorts Linho Creme","<h2>Shorts Linho Creme</h2>
<p>Peça streetwear shorts linho creme, com caimento moderno e tecido confortável para o dia a dia urbano.</p>
<h3>Diferenciais</h3>
<ul>
<li>Tecido de alta qualidade</li>
<li>Caimento moderno</li>
<li>Conforto para uso diário</li>
<li>Estilo streetwear autêntico</li>
</ul>","Deroche","Vestuário e acessórios > Roupas","Streetwear","Streetwear, Creme, Masculino","TRUE","Tamanho","M","","","283828283-M","220","shopify","2","deny","manual","119.90","","TRUE","TRUE","","1","Shorts Linho Creme","FALSE","Shorts Linho Creme | Deroche Mantos","Compre Shorts Linho Creme na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Vestuário e acessórios > Roupas","active"
"shorts-linho-creme","","","","","","","","Tamanho","G","","","283828283-G","220","shopify","2","deny","manual","119.90","","TRUE","TRUE","","","","","","","",""
"shorts-linho-creme","","","","","","","","Tamanho","GG","","","283828283-GG","220","shopify","3","deny","manual","119.90","","TRUE","TRUE","","","","","","","",""
